acc_now_delinq,acc_open_past_24mths,all_util,annual_inc,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,collections_12_mths_ex_med,delinq_amnt,dti,inq_fi,inq_last_12m,inq_last_6mths,installment,int_rate,last_pymnt_amnt,loan_amnt,max_bal_bc,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,mths_since_rcnt_il,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,open_acc_6m,open_act_il,open_il_12m,open_il_24m,open_rv_12m,open_rv_24m,out_prncp,out_prncp_inv,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,revol_bal,revol_util,tax_liens,tot_coll_amt,tot_cur_bal,tot_hi_cred_lim,total_acc,total_bal_ex_mort,total_bal_il,total_bc_limit,total_cu_tl,total_il_high_credit_limit,total_pymnt,total_pymnt_inv,total_rec_int,total_rec_late_fee,total_rec_prncp,total_rev_hi_lim,delinq_2yrs,bad_loans
0.0,5.0,72.0,70000.0,3912.0,1333.0,82.7,0.0,0.0,0.0,12.67,0.0,0.0,0.0,56.05,20.39,56.05,1500.0,5208.0,173.0,145.0,3.0,3.0,0.0,33.0,6.0,1.0,2.0,3.0,2.0,4.0,11.0,4.0,11.0,3.0,7.0,0.0,0.0,2.0,7.0,2.0,3.0,1.0,4.0,1.0,1.0,1469.44,1469.44,81.8,100.0,0.0,9245.0,60.8,0.0,0.0,27381.0,38001.0,22.0,27381.0,18136.0,7700.0,1.0,22801.0,52.65,52.65,22.09,0.0,30.56,15200.0,0.0,1
0.0,10.0,61.0,58000.0,1729.0,5655.0,0.8,0.0,0.0,0.0,8.67,3.0,10.0,0.0,193.29,22.9,5020.11,5000.0,32.0,142.0,136.0,4.0,4.0,0.0,39.0,6.0,2.0,2.0,3.0,4.0,10.0,11.0,9.0,24.0,3.0,10.0,0.0,0.0,8.0,10.0,2.0,1.0,1.0,1.0,7.0,9.0,0.0,0.0,92.9,0.0,1.0,2600.0,20.0,0.0,0.0,17287.0,28364.0,35.0,17287.0,14687.0,5700.0,5.0,15364.0,5200.6843905283,5200.68,200.68,0.0,5000.0,13000.0,0.0,0
0.0,9.0,45.0,120000.0,46927.0,3863.0,35.6,0.0,0.0,0.0,20.26,2.0,6.0,2.0,867.13,15.04,910.49,25000.0,2137.0,173.0,143.0,12.0,1.0,5.0,6.0,1.0,0.0,1.0,3.0,1.0,2.0,11.0,3.0,8.0,3.0,8.0,0.0,0.0,2.0,8.0,1.0,2.0,1.0,3.0,1.0,4.0,24759.54,24759.54,96.0,0.0,0.0,12159.0,71.9,0.0,0.0,375414.0,431379.0,25.0,71237.0,44283.0,6000.0,0.0,74763.0,868.71,868.71,584.89,43.36,240.46,16900.0,1.0,1
0.0,7.0,60.0,153500.0,44800.0,11231.0,52.0,0.0,0.0,0.0,9.56,1.0,9.0,1.0,677.25,7.96,21240.19,21625.0,7930.0,146.0,329.0,0.0,0.0,5.0,36.0,9.0,0.0,4.0,6.0,4.0,4.0,13.0,11.0,14.0,6.0,15.0,0.0,0.0,6.0,15.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,93.8,50.0,1.0,12515.0,33.4,0.0,54.0,582397.0,615100.0,32.0,39459.0,26944.0,23400.0,1.0,28500.0,21926.9992960236,21927.0,302.0,0.0,21625.0,37500.0,0.0,0
0.0,3.0,7.0,38800.0,19660.0,15900.0,0.0,0.0,0.0,0.0,3.84,0.0,2.0,0.0,820.45,18.45,32311.88,32000.0,0.0,117.0,378.0,19.0,8.0,1.0,13.0,51.0,0.0,0.0,2.0,1.0,4.0,4.0,4.0,12.0,2.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,87.5,0.0,0.0,1420.0,6.7,0.0,0.0,98301.0,119100.0,17.0,1420.0,0.0,15900.0,4.0,0.0,33066.726341249,33066.73,1066.73,0.0,32000.0,21200.0,2.0,0
0.0,9.0,52.0,95000.0,1953.0,11793.0,31.8,0.0,0.0,0.0,7.3,0.0,0.0,0.0,335.19,9.92,10291.97,10400.0,3821.0,145.0,352.0,2.0,2.0,2.0,79.0,8.0,0.0,5.0,7.0,8.0,10.0,5.0,10.0,17.0,7.0,12.0,0.0,0.0,6.0,12.0,2.0,1.0,1.0,1.0,5.0,8.0,0.0,0.0,100.0,16.7,0.0,7285.0,33.4,0.0,0.0,17576.0,33964.0,25.0,17576.0,10291.0,17300.0,0.0,12164.0,10581.3221547509,10581.32,181.32,0.0,10400.0,21800.0,0.0,0
0.0,3.0,60.0,150000.0,8876.0,37247.0,70.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1230.67,16.01,35634.44,35000.0,23576.0,121.0,247.0,8.0,8.0,5.0,37.0,20.0,0.0,12.0,13.0,14.0,22.0,11.0,24.0,34.0,13.0,29.0,0.0,0.0,1.0,29.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,98.0,46.2,0.0,89227.0,64.7,0.0,0.0,230772.0,381206.0,51.0,183352.0,94125.0,124100.0,2.0,155706.0,35572.1803547937,35546.77,572.18,0.0,35000.0,137900.0,0.0,0
0.0,3.0,61.0,56000.0,2677.0,6124.0,68.1,0.0,0.0,0.0,16.66,0.0,0.0,0.0,575.37,10.9,17669.56,17600.0,5173.0,95.0,239.0,7.0,7.0,0.0,45.0,28.0,0.0,6.0,6.0,7.0,7.0,2.0,8.0,11.0,6.0,9.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,92.3,28.6,0.0,13076.0,66.0,0.0,0.0,24091.0,39600.0,13.0,24091.0,11015.0,19200.0,0.0,19800.0,17648.237356889,17648.24,48.24,0.0,17600.0,19800.0,0.0,0
0.0,2.0,24.0,104000.0,34171.0,27763.0,30.6,0.0,0.0,0.0,12.16,0.0,0.0,0.0,1076.07,6.71,34471.48,35000.0,12237.0,176.0,169.0,20.0,18.0,4.0,41.0,18.0,0.0,1.0,1.0,2.0,5.0,4.0,4.0,11.0,1.0,9.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,94.7,0.0,0.0,12237.0,29.3,0.0,0.0,307535.0,500101.0,19.0,44710.0,32473.0,40000.0,1.0,74251.0,35521.4613497598,35521.46,521.46,0.0,35000.0,41800.0,0.0,0
0.0,7.0,54.0,115000.0,25551.0,10779.0,52.9,0.0,0.0,0.0,21.26,1.0,2.0,2.0,340.53,16.01,14037.14,14000.0,7005.0,153.0,138.0,1.0,1.0,1.0,70.0,14.0,0.0,3.0,5.0,4.0,10.0,12.0,9.0,20.0,5.0,15.0,0.0,0.0,5.0,15.0,5.0,5.0,0.0,2.0,5.0,5.0,0.0,0.0,97.0,50.0,0.0,15270.0,31.5,0.0,75.0,383263.0,479629.0,33.0,111862.0,96592.0,22900.0,1.0,124229.0,14352.773166441899,14352.77,352.77,0.0,14000.0,48400.0,0.0,0
0.0,16.0,23.0,86000.0,572.0,10784.0,3.7,0.0,0.0,0.0,6.08,4.0,12.0,3.0,83.77,12.61,2484.87,2500.0,188.0,119.0,424.0,1.0,1.0,0.0,39.0,2.0,0.0,4.0,6.0,6.0,13.0,5.0,17.0,37.0,6.0,19.0,0.0,0.0,9.0,19.0,5.0,2.0,3.0,3.0,6.0,13.0,0.0,0.0,97.6,0.0,0.0,3922.0,10.5,0.0,0.0,10304.0,45400.0,42.0,10304.0,6382.0,11200.0,0.0,8000.0,2565.1414750312,2565.14,65.14,0.0,2500.0,37400.0,0.0,0
0.0,2.0,56.0,84000.0,21028.0,2267.0,91.1,0.0,0.0,0.0,35.43,1.0,2.0,0.0,1164.12,18.45,31809.55,32000.0,8300.0,156.0,268.0,26.0,2.0,3.0,20.0,2.0,0.0,4.0,6.0,4.0,6.0,24.0,8.0,18.0,6.0,14.0,0.0,0.0,2.0,14.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,88.9,75.0,0.0,28070.0,68.6,0.0,0.0,294386.0,349090.0,45.0,130166.0,102096.0,25500.0,2.0,141586.0,32957.266155000005,32957.27,957.27,0.0,32000.0,40900.0,2.0,0
0.0,1.0,95.0,131000.0,31204.0,9950.0,94.0,0.0,0.0,0.0,25.17,1.0,0.0,0.0,212.52,11.98,6217.97,6400.0,19054.0,159.0,267.0,12.0,12.0,6.0,8.0,32.0,0.0,8.0,9.0,19.0,19.0,8.0,9.0,27.0,10.0,11.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,100.0,0.0,81061.0,95.0,0.0,0.0,343246.0,380611.0,40.0,125961.0,37242.0,79600.0,0.0,65411.0,6459.449321871701,6459.45,59.45,0.0,6400.0,85600.0,2.0,0
0.0,4.0,51.0,35000.0,12902.0,24005.0,12.7,0.0,1.0,0.0,25.48,1.0,1.0,0.0,277.48,15.04,7974.68,8000.0,2705.0,119.0,379.0,3.0,3.0,3.0,9.0,7.0,2.0,5.0,6.0,8.0,11.0,6.0,10.0,24.0,6.0,13.0,0.0,1.0,3.0,13.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,91.2,25.0,0.0,4382.0,14.4,0.0,0.0,154826.0,193218.0,34.0,32208.0,27826.0,27500.0,2.0,33109.0,8261.312297181801,8235.5,261.31,0.0,8000.0,30500.0,2.0,0
0.0,7.0,56.0,23500.0,19546.0,15972.0,24.7,0.0,0.0,0.0,32.18,1.0,3.0,1.0,485.72,20.39,485.72,13000.0,3724.0,187.0,222.0,2.0,2.0,0.0,61.0,2.0,0.0,2.0,5.0,3.0,7.0,18.0,7.0,14.0,5.0,9.0,0.0,0.0,3.0,9.0,3.0,2.0,2.0,5.0,1.0,2.0,12735.17,12735.17,96.9,0.0,0.0,15004.0,41.0,0.0,0.0,156371.0,176914.0,32.0,156371.0,141367.0,21200.0,2.0,140314.0,456.27,456.27,191.44,0.0,264.83,36600.0,0.0,1
0.0,4.0,60.0,76000.0,1715.0,878.0,64.9,0.0,0.0,0.0,4.37,0.0,0.0,0.0,372.88,14.07,372.88,16000.0,1233.0,144.0,150.0,14.0,14.0,0.0,65.0,144.0,1.0,2.0,3.0,2.0,4.0,1.0,5.0,9.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,15814.72,15814.72,90.0,50.0,0.0,8574.0,59.5,0.0,0.0,8574.0,14400.0,11.0,8574.0,0.0,2500.0,1.0,0.0,347.87,347.87,162.59,0.0,185.28,14400.0,0.0,1
0.0,3.0,76.0,60000.0,3776.0,1028.0,69.8,0.0,0.0,0.0,10.32,0.0,0.0,0.0,43.07,17.47,1199.86,1200.0,1851.0,59.0,78.0,11.0,11.0,0.0,18.0,11.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,2.0,6.0,0.0,1.0,2.0,6.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,88.9,66.7,0.0,2372.0,43.9,0.0,0.0,22655.0,29648.0,10.0,22655.0,20283.0,3400.0,5.0,24248.0,1240.5969004345,1240.6,40.6,0.0,1200.0,5400.0,1.0,0
0.0,4.0,22.0,55000.0,1280.0,10787.0,11.6,0.0,0.0,0.0,10.69,1.0,5.0,1.0,193.38,9.92,6042.99,6000.0,1413.0,126.0,127.0,0.0,0.0,1.0,19.0,11.0,0.0,1.0,1.0,3.0,7.0,23.0,8.0,15.0,1.0,10.0,0.0,0.0,3.0,10.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,97.4,0.0,0.0,1413.0,4.2,0.0,0.0,11518.0,53157.0,39.0,11518.0,10105.0,12200.0,13.0,19457.0,6036.376666868001,6036.38,36.38,0.0,6000.0,33700.0,1.0,0
0.0,16.0,74.0,60400.0,7969.0,5917.0,68.4,0.0,0.0,0.0,21.65,7.0,7.0,2.0,156.66,23.87,4041.71,4000.0,6993.0,181.0,281.0,2.0,2.0,2.0,44.0,6.0,0.0,6.0,9.0,6.0,8.0,16.0,18.0,26.0,9.0,23.0,0.0,0.0,8.0,23.0,3.0,2.0,3.0,4.0,5.0,11.0,0.0,0.0,100.0,33.3,1.0,13656.0,37.9,0.0,0.0,167348.0,191194.0,44.0,58024.0,44368.0,18700.0,7.0,41937.0,4153.2941940161,4153.29,153.29,0.0,4000.0,36000.0,0.0,0
0.0,3.0,51.0,16500.0,3781.0,11149.0,14.2,0.0,0.0,0.0,33.45,2.0,1.0,1.0,99.55,19.42,99.55,2700.0,1112.0,91.0,152.0,5.0,5.0,0.0,16.0,18.0,0.0,2.0,3.0,3.0,6.0,2.0,4.0,9.0,3.0,5.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,2644.14,2644.14,90.0,0.0,0.0,2645.0,19.0,0.0,0.0,18905.0,36803.0,11.0,18905.0,16260.0,13000.0,0.0,22903.0,93.72,93.72,37.87,0.0,55.85,13900.0,1.0,1
0.0,7.0,60.0,42000.0,2697.0,11949.0,38.7,0.0,0.0,0.0,35.31,3.0,6.0,1.0,623.24,10.41,19048.66,19200.0,2350.0,163.0,116.0,1.0,1.0,0.0,68.0,7.0,2.0,4.0,9.0,7.0,9.0,11.0,17.0,25.0,9.0,20.0,0.0,0.0,4.0,20.0,2.0,3.0,1.0,2.0,3.0,5.0,0.0,0.0,94.4,14.3,0.0,11516.0,30.6,0.0,386.0,53944.0,90632.0,36.0,53944.0,42428.0,19500.0,3.0,53032.0,19649.690311835,19649.69,449.69,0.0,19200.0,37600.0,0.0,0
0.0,6.0,65.0,65000.0,15369.0,16434.0,13.5,0.0,0.0,0.0,23.69,3.0,3.0,1.0,849.35,13.58,25048.85,25000.0,1663.0,140.0,157.0,3.0,3.0,3.0,38.0,4.0,0.0,2.0,3.0,5.0,8.0,22.0,8.0,11.0,3.0,18.0,0.0,0.0,5.0,18.0,2.0,9.0,3.0,3.0,1.0,2.0,0.0,0.0,97.1,0.0,0.0,7456.0,27.6,0.0,0.0,276650.0,307121.0,36.0,51084.0,43628.0,19000.0,9.0,52121.0,25011.130277777902,25011.13,11.13,0.0,25000.0,27000.0,0.0,0
0.0,8.0,18.0,123000.0,1755.0,62303.0,11.1,0.0,0.0,0.0,10.7,2.0,3.0,1.0,339.74,13.58,712.14,10000.0,1474.0,185.0,136.0,1.0,1.0,0.0,13.0,8.0,2.0,13.0,15.0,14.0,15.0,10.0,17.0,19.0,15.0,22.0,0.0,2.0,6.0,22.0,2.0,3.0,1.0,2.0,4.0,5.0,0.0,0.0,87.1,7.1,0.0,9119.0,11.6,0.0,0.0,38609.0,125284.0,31.0,38609.0,29036.0,70100.0,2.0,46030.0,10036.7861426793,10036.79,36.79,0.0,10000.0,78600.0,2.0,0
0.0,5.0,35.0,76000.0,2173.0,36597.0,22.8,0.0,0.0,0.0,13.86,0.0,2.0,2.0,301.28,17.47,0.0,12000.0,4893.0,51.0,137.0,2.0,2.0,0.0,13.0,13.0,0.0,4.0,6.0,7.0,9.0,2.0,12.0,15.0,6.0,14.0,0.0,0.0,1.0,14.0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,94.1,0.0,0.0,11204.0,19.8,0.0,0.0,30416.0,87473.0,17.0,30416.0,19212.0,47400.0,0.0,30973.0,0.0,0.0,0.0,0.0,0.0,56500.0,1.0,1
0.0,0.0,120.0,74000.0,45615.0,666.0,97.1,0.0,0.0,0.0,19.19,0.0,0.0,0.0,125.61,17.47,125.61,3500.0,16190.0,125.0,168.0,82.0,63.0,1.0,38.0,63.0,6.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,8.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,3425.34,3425.34,36.4,100.0,0.0,21934.0,97.1,0.0,0.0,364922.0,433053.0,11.0,97488.0,75554.0,22600.0,0.0,58453.0,118.82,118.82,44.16,0.0,74.66,22600.0,0.0,1
0.0,7.0,52.0,48000.0,7181.0,22757.0,17.2,0.0,0.0,0.0,20.55,2.0,3.0,0.0,313.32,23.87,8185.14,8000.0,2868.0,120.0,137.0,8.0,5.0,2.0,51.0,5.0,0.0,2.0,5.0,7.0,8.0,6.0,10.0,15.0,5.0,13.0,0.0,0.0,5.0,13.0,1.0,2.0,2.0,2.0,3.0,5.0,0.0,0.0,95.5,0.0,0.0,10023.0,28.6,0.0,463.0,93347.0,131770.0,23.0,29688.0,19665.0,27500.0,4.0,21651.0,8163.924383929,8163.92,163.92,0.0,8000.0,35000.0,0.0,0
0.0,6.0,8.0,60000.0,7767.0,24601.0,9.2,0.0,0.0,0.0,25.14,3.0,3.0,0.0,111.72,7.34,3628.46,3600.0,1339.0,150.0,99.0,8.0,8.0,4.0,43.0,9.0,0.0,4.0,4.0,6.0,6.0,12.0,7.0,7.0,4.0,9.0,0.0,0.0,2.0,9.0,0.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,95.7,0.0,0.0,2499.0,8.0,0.0,0.0,69904.0,111819.0,23.0,69904.0,67405.0,27100.0,2.0,80519.0,3625.5214005003004,3625.52,25.52,0.0,3600.0,31300.0,0.0,0
0.0,5.0,44.0,122000.0,31253.0,64143.0,25.4,0.0,0.0,0.0,24.59,2.0,5.0,0.0,666.71,15.04,28640.08,28000.0,10303.0,132.0,149.0,1.0,1.0,1.0,24.0,12.0,1.0,7.0,7.0,9.0,10.0,14.0,10.0,12.0,7.0,15.0,0.0,0.0,4.0,15.0,1.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,96.7,11.1,0.0,21857.0,25.3,0.0,51.0,468795.0,540105.0,30.0,143742.0,121885.0,86000.0,3.0,124743.0,28593.2896659265,28593.29,593.29,0.0,28000.0,86300.0,0.0,0
0.0,1.0,82.0,127425.0,34653.0,9700.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,629.04,9.43,30049.11,30000.0,0.0,138.0,306.0,82.0,16.0,8.0,8.0,39.0,0.0,0.0,1.0,1.0,3.0,15.0,2.0,5.0,1.0,19.0,0.0,0.0,0.0,19.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9,0.0,0.0,11059.0,49.6,0.0,0.0,658415.0,718527.0,28.0,167719.0,156660.0,9700.0,1.0,183321.0,30017.6845833333,30017.68,17.68,0.0,30000.0,22300.0,1.0,0
0.0,7.0,68.0,57000.0,4375.0,16382.0,0.1,0.0,0.0,0.0,16.57,2.0,2.0,1.0,398.46,11.98,11941.15,12000.0,10.0,106.0,214.0,5.0,2.0,0.0,52.0,2.0,0.0,2.0,2.0,6.0,9.0,7.0,6.0,10.0,2.0,8.0,0.0,0.0,6.0,8.0,3.0,2.0,3.0,4.0,3.0,3.0,0.0,0.0,100.0,0.0,0.0,18.0,0.1,0.0,0.0,35003.0,51521.0,17.0,35003.0,34985.0,16400.0,0.0,35121.0,12323.635528261399,12323.64,323.64,0.0,12000.0,16400.0,0.0,0
0.0,8.0,48.0,61000.0,8852.0,1934.0,22.6,0.0,0.0,0.0,17.37,2.0,2.0,1.0,410.23,18.45,410.23,16000.0,566.0,116.0,270.0,4.0,4.0,1.0,40.0,9.0,1.0,1.0,5.0,1.0,1.0,8.0,8.0,11.0,5.0,10.0,0.0,0.0,4.0,10.0,1.0,1.0,1.0,2.0,3.0,5.0,15835.77,15835.77,88.9,0.0,0.0,14665.0,37.5,0.0,0.0,88522.0,120021.0,20.0,26897.0,12232.0,2500.0,2.0,17099.0,377.43,377.43,213.2,0.0,164.23,39100.0,0.0,1
0.0,2.0,114.0,42000.0,8003.0,1348.0,79.9,0.0,0.0,0.0,31.91,1.0,1.0,0.0,249.74,15.04,7302.01,7200.0,2550.0,139.0,137.0,38.0,7.0,0.0,46.0,7.0,0.0,3.0,4.0,3.0,6.0,31.0,5.0,8.0,4.0,23.0,0.0,0.0,2.0,23.0,0.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,94.9,100.0,0.0,5864.0,73.3,0.0,0.0,184074.0,170047.0,39.0,184074.0,178210.0,6700.0,0.0,162047.0,7289.9754577776,7289.98,89.98,0.0,7200.0,8000.0,0.0,0
